Customer ID,Region,Satisfaction Score (1–10)
C03400,East,2
C03401,South,8
C03402,East,5
C03403,Central,8
C03404,South,2
C03405,North,7
C03406,North,5
C03407,North,4
C03408,West,10
C03409,East,6
C03410,East,5
C03411,South,6
C03412,West,9
C03413,East,1
C03414,South,1
C03415,Central,6
C03416,East,2
C03417,East,8
C03418,Central,7
C03419,Central,6
C03420,East,4
C03421,Central,9
C03422,South,7
C03423,East,7
C03424,East,5
C03425,North,1
C03426,East,2
C03427,North,8
C03428,Central,5
C03429,Central,2
C03430,South,5
C03431,North,8
C03432,East,4
C03433,North,3
C03434,Central,5
C03435,Central,7
C03436,South,2
C03437,Central,1
C03438,North,5
C03439,East,7
C03440,East,8
C03441,North,8
C03442,South,10
C03443,East,9
C03444,North,1
C03445,North,7
C03446,Central,10
C03447,Central,8
C03448,South,6
C03449,South,10
C03450,South,4
C03451,North,7
C03452,North,3
C03453,Central,2
C03454,East,6
C03455,South,2
C03456,West,6
C03457,South,10
C03458,Central,3
C03459,North,2
C03460,Central,8
C03461,Central,4
C03462,Central,4
C03463,West,7
C03464,West,8
C03465,South,9
C03466,North,10
C03467,Central,8
C03468,East,4
C03469,South,2
C03470,South,10
C03471,Central,5
C03472,South,7
C03473,Central,2
C03474,South,4
C03475,North,6
C03476,South,8
C03477,South,10
C03478,East,6
C03479,North,6
C03480,North,6
C03481,North,4
C03482,South,3
C03483,West,1
C03484,South,2
C03485,Central,2
C03486,East,10
C03487,North,7
C03488,Central,6
C03489,Central,8
C03490,West,9
C03491,North,5
C03492,South,3
C03493,North,4
C03494,East,8
C03495,North,3
C03496,Central,2
C03497,Central,7
C03498,South,4
C03499,South,8
C03500,South,1
C03501,East,8
C03502,North,5
C03503,West,2
C03504,North,1
C03505,South,6
C03506,East,9
C03507,North,9
C03508,Central,9
C03509,North,4
C03510,Central,6
C03511,North,10
C03512,North,6
C03513,North,5
C03514,South,2
C03515,Central,7
C03516,East,1
C03517,West,6
C03518,Central,5
C03519,South,5
C03520,Central,8
C03521,East,9
C03522,Central,7
C03523,South,10
C03524,South,8
C03525,West,2
C03526,East,2
C03527,West,8
C03528,North,6
C03529,South,8
C03530,West,9
C03531,South,9
C03532,South,6
C03533,North,8
C03534,South,2
C03535,West,8
C03536,East,3
C03537,Central,1
C03538,West,7
C03539,North,1
C03540,Central,1
C03541,South,1
C03542,West,4
C03543,Central,4
C03544,West,10
C03545,South,6
C03546,West,10
C03547,North,3
C03548,Central,10
C03549,Central,6
C03550,Central,7
C03551,West,1
C03552,South,6
C03553,West,10
C03554,West,1
C03555,Central,7
C03556,South,10
C03557,East,5
C03558,South,10
C03559,West,4
C03560,North,1
C03561,South,9
C03562,Central,7
C03563,North,2
C03564,East,4
C03565,East,4
C03566,North,8
C03567,East,2
C03568,North,5
C03569,West,10
C03570,North,8
C03571,West,6
C03572,Central,4
C03573,Central,5
C03574,East,2
C03575,North,5
C03576,West,3
C03577,Central,3
C03578,Central,7
C03579,Central,3
C03580,East,4
C03581,Central,7
C03582,South,3
C03583,East,10
C03584,North,10
C03585,South,2
C03586,East,10
C03587,East,7
C03588,West,5
C03589,South,1
C03590,South,10
C03591,South,8
C03592,Central,3
C03593,Central,7
C03594,North,6
C03595,North,10
C03596,North,6
C03597,Central,8
C03598,West,4
C03599,North,4
C03600,East,3
C03601,Central,1
C03602,West,10
C03603,East,3
C03604,East,1
C03605,Central,6
C03606,South,8
C03607,West,3
C03608,Central,4
C03609,South,5
C03610,Central,7
C03611,Central,6
C03612,East,2
C03613,Central,7
C03614,South,8
C03615,East,1
C03616,South,6
C03617,South,9
C03618,East,7
C03619,South,5
C03620,North,10
C03621,Central,10
C03622,East,9
C03623,East,2
C03624,North,7
C03625,North,9
C03626,North,2
C03627,North,10
C03628,West,6
C03629,East,9
C03630,South,3
C03631,East,8
C03632,East,5
C03633,East,7
C03634,North,3
C03635,North,8
C03636,West,2
C03637,East,8
C03638,Central,2
C03639,West,7
C03640,North,2
C03641,East,7
C03642,North,1
C03643,South,6
C03644,North,10
C03645,North,7
C03646,West,4
C03647,South,1
C03648,Central,6
C03649,Central,4
C03650,Central,3
C03651,East,4
C03652,Central,6
C03653,East,5
C03654,North,2
C03655,Central,2
C03656,West,3
C03657,South,6
C03658,South,1
C03659,North,7
C03660,South,8
C03661,South,7
C03662,North,3
C03663,North,6
C03664,North,4
C03665,West,5
C03666,North,3
C03667,North,5
C03668,North,6
C03669,Central,8
C03670,Central,6
C03671,West,9
C03672,West,10
C03673,South,10
C03674,Central,10
C03675,West,10
C03676,West,4
C03677,South,2
C03678,North,9
C03679,East,3
C03680,South,7
C03681,East,4
C03682,South,1
C03683,South,8
C03684,North,4
C03685,West,6
C03686,Central,7
C03687,South,8
C03688,North,10
C03689,East,2
C03690,West,9
C03691,South,10
C03692,East,3
C03693,South,1
C03694,Central,2
C03695,Central,8
C03696,West,10
C03697,East,6
C03698,Central,1
C03699,North,9
C03700,West,7
C03701,South,10
C03702,East,3
C03703,East,7
C03704,North,6
C03705,Central,3
C03706,East,8
C03707,North,1
C03708,North,5
C03709,South,8
C03710,North,3
C03711,West,10
C03712,East,6
C03713,West,10
C03714,North,2
C03715,North,9
C03716,West,2
C03717,South,5
C03718,North,3
C03719,West,10
C03720,West,9
C03721,East,9
C03722,South,7
C03723,Central,10
C03724,West,5
C03725,East,9
C03726,Central,7
C03727,East,2
C03728,East,10
C03729,South,1
C03730,North,10
C03731,South,10
C03732,Central,4
C03733,South,10
C03734,North,8
C03735,South,6
C03736,South,2
C03737,South,5
C03738,West,9
C03739,West,6
C03740,South,6
C03741,North,7
C03742,North,5
C03743,North,3
C03744,North,3
C03745,East,5
C03746,South,4
C03747,South,5
C03748,East,9
C03749,North,5
C03750,Central,4
C03751,Central,4
C03752,East,1
C03753,Central,10
C03754,West,4
C03755,South,4
C03756,Central,9
C03757,West,4
C03758,South,7
C03759,West,1
C03760,South,7
C03761,South,2
C03762,Central,8
C03763,East,1
C03764,Central,10
C03765,North,3
C03766,West,8
C03767,North,10
C03768,South,8
C03769,Central,5
C03770,North,5
C03771,North,8
C03772,North,10
C03773,South,5
C03774,South,9
C03775,South,1
C03776,North,5
C03777,West,3
C03778,Central,3
C03779,Central,2
C03780,South,3
C03781,North,7
C03782,West,8
C03783,East,8
C03784,South,8
C03785,East,1
C03786,Central,7
C03787,Central,2
C03788,West,10
C03789,West,4
C03790,East,5
C03791,Central,1
C03792,West,4
C03793,West,4
C03794,Central,9
C03795,Central,9
C03796,North,10
C03797,West,1
C03798,East,8
C03799,South,4
C03800,South,4
C03801,Central,5
C03802,East,2
C03803,North,1
C03804,West,5
C03805,North,7
C03806,East,10
C03807,North,9
C03808,Central,2
C03809,South,8
C03810,Central,7
C03811,West,2
C03812,Central,5
C03813,East,7
C03814,East,3
C03815,West,2
C03816,West,6
C03817,South,10
C03818,North,6
C03819,South,4
C03820,Central,1
C03821,North,5
C03822,West,1
C03823,East,8
C03824,Central,2
C03825,South,9
C03826,West,9
C03827,North,3
C03828,North,6
C03829,East,9
C03830,West,7
C03831,West,4
C03832,Central,3
C03833,Central,2
C03834,North,10
C03835,South,10
C03836,North,1
C03837,Central,10
C03838,Central,1
C03839,Central,4
C03840,North,4
C03841,West,9
C03842,South,10
C03843,South,1
C03844,Central,4
C03845,East,3
C03846,North,9
C03847,West,5
C03848,Central,9
C03849,East,10
C03850,Central,6
C03851,East,9
C03852,South,1
C03853,East,4
C03854,South,4
C03855,South,10
C03856,North,10
C03857,East,6
C03858,West,10
C03859,West,1
C03860,East,10
C03861,North,5
C03862,West,3
C03863,Central,1
C03864,West,6
C03865,North,3
C03866,South,4
C03867,South,9
C03868,South,2
C03869,North,1
C03870,South,10
C03871,South,6
C03872,North,1
C03873,Central,1
C03874,West,7
C03875,North,2
C03876,North,4
C03877,East,4
C03878,South,2
C03879,Central,6
C03880,East,10
C03881,Central,2
C03882,South,8
C03883,South,4
C03884,South,1
C03885,West,7
C03886,Central,6
C03887,Central,6
C03888,East,3
C03889,North,10
C03890,South,7
C03891,South,6
C03892,East,10
C03893,Central,10
C03894,West,9
C03895,Central,3
C03896,West,3
C03897,West,4
C03898,Central,3
C03899,South,4
C03900,West,6
C03901,East,1
C03902,East,2
C03903,West,10
C03904,South,6
C03905,West,6
C03906,East,1
C03907,East,6
C03908,Central,9
C03909,South,8
C03910,Central,10
C03911,North,5
C03912,West,4
C03913,Central,6
C03914,South,5
C03915,West,6
C03916,West,10
C03917,West,3
C03918,West,7
C03919,West,8
C03920,South,5
C03921,North,5
C03922,East,4
C03923,North,10
C03924,East,5
C03925,Central,10
C03926,West,8
C03927,Central,5
C03928,Central,9
C03929,East,1
C03930,South,7
C03931,West,5
C03932,Central,4
C03933,North,3
C03934,West,10
C03935,South,7
C03936,West,2
C03937,Central,5
C03938,North,2
C03939,Central,7
C03940,South,6
C03941,East,10
C03942,North,7
C03943,South,9
C03944,South,2
C03945,Central,9
C03946,Central,7
C03947,Central,2
C03948,East,10
C03949,West,2
C03950,West,4
C03951,Central,2
C03952,Central,1
C03953,East,6
C03954,West,10
C03955,East,5
C03956,South,3
C03957,West,1
C03958,Central,9
C03959,North,8
C03960,South,6
C03961,North,6
C03962,East,4
C03963,East,2
C03964,East,4
C03965,Central,2
C03966,East,7
C03967,North,9
C03968,South,2
C03969,Central,9
C03970,South,9
C03971,East,8
C03972,West,1
C03973,Central,5
C03974,East,10
C03975,Central,4
C03976,West,7
C03977,North,8
C03978,North,10
C03979,North,8
C03980,West,2
C03981,South,3
C03982,West,10
C03983,West,10
C03984,East,7
C03985,North,4
C03986,Central,6
C03987,South,8
C03988,Central,8
C03989,East,7
C03990,East,2
C03991,South,2
C03992,Central,3
C03993,South,4
C03994,South,1
C03995,North,5
C03996,Central,7
C03997,North,10
C03998,North,5
C03999,North,7
C04000,West,5
